Location,Titles
"43.04396699999999,-88.02010299999999",A clustering-based method to detect functional connectivity differences
"43.0540434,-89.4840924","Using edge voxel information to improve motion regression for rs-fMRI connectivity studies, The effect of scan length on the reliability of resting-state fMRI connectivity estimates"
"43.054237,-89.48354490000001","Mapping Multiplex Hubs in Human Functional Brain Networks, Reliability and reproducibility of individual differences in functional connectivity acquired during task and resting state, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Evidence for coordinated functional activity within the extended amygdala of non-human and human primates, An open science resource for establishing reliability and reproducibility in functional connectomics, Functional connectivity changes in the language network during stroke recovery, Frequency-specific network topologies in the resting human brain"
"43.055198,141.33214",Q&A: What is the Open Connectome Project?
"43.0679572,-89.39297719999999",The impact of study design on pattern estimation for single-trial multivariate pattern analysis
"43.072968,-89.4132134","Functional connectivity changes in the language network during stroke recovery, Age-related differences in test-retest reliability in resting-state brain functional connectivity, An open science resource for establishing reliability and reproducibility in functional connectomics"
"43.0760303,-89.4322183",An open science resource for establishing reliability and reproducibility in functional connectomics
"43.0761412,-89.4155198",Dynamic covariance models
"43.0764568,-89.4319295",Functional connectivity changes in the language network during stroke recovery
"43.07649,-89.4319295","Functional connectivity changes in the language network during stroke recovery, Using edge voxel information to improve motion regression for rs-fMRI connectivity studies, The effect of scan length on the reliability of resting-state fMRI connectivity estimates"
"43.076592,-89.4124875","Functional connectivity changes in the language network during stroke recovery, Traumatic brain injury imaging research roadmap, Support vector machine classification and characterization of age-related reorganization of functional brain networks, The effect of scan length on the reliability of resting-state fMRI connectivity estimates"
"43.0779575,141.340013",Altered Cortical Dynamics and Cognitive Function upon Haploinsufficiency of the Autism-Linked Excitatory Synaptic Suppressor MDGA2
"43.07850699999999,-89.4339304","Autism Brain Imaging Data Exchange, The impact of study design on pattern estimation for single-trial multivariate pattern analysis, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II"
"43.0858281,-77.67767769999999","Asymmetry of fusiform structure in autism spectrum disorder: trajectory and association with symptom severity, Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism, Divide and conquer: sub-grouping of ASD improves ASD detection based on brain morphometry"
"43.0861017,-77.6705143","Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism, Divide and conquer: sub-grouping of ASD improves ASD detection based on brain morphometry, ASD Validity"
"43.1090687,12.3906355",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.1165411,12.38746",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.1230503,-77.6269403",ASD Validity
"43.2329671,5.4451073",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.2409544,-79.8848233",Fractal Analysis of Brain Blood Oxygenation Level Dependent (BOLD) Signals from Children with Mild Traumatic Brain Injury (mTBI)
"43.260879,-79.9192254",Fractal Analysis of Brain Blood Oxygenation Level Dependent (BOLD) Signals from Children with Mild Traumatic Brain Injury (mTBI)
"43.264254,-2.943023",Conserved Ising Model on the Human Connectome
"43.2875818,5.380868299999999",RESEAU RECHERCHE AUTISME
"43.2885186,5.4027039",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.2908576,5.402779",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.2916612,5.3965729",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"43.2922146,5.3591422","New human-specific brain landmark: the depth asymmetry of superior temporal sulcus, An automated pipeline for constructing personalized virtual brains from multimodal neuroimaging data"
"43.309601,5.368862",RESEAU RECHERCHE AUTISME
"43.3191736,11.3329505","Efficiency of weak brain connections support general cognitive functioning, Intelligence‐related differences in the asymmetry of spontaneous cerebral activity"
"43.3617179,-5.8462773",Increased functional connectivity in the default mode network in mild cognitive impairment: a maladaptive compensatory mechanism associated with poor semantic  …
