index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
525,Lifespan anxiety is reflected in human amygdala cortical connectivity,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23094/pdf,2015.0,7,9,2984150759254689393,,"http://scholar.google.com/scholar?cites=2984150759254689393&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2984150759254689393&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:cYaWCU7VaSkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJLEb9YglALR49Lg562XqbevC6mcPt&scisf=4&ct=citation&cd=595&hl=en,"... We used a publicly available dataset of the enhanced Nathan Kline Institute-Rockland Sample(NKI-RS), which is an ongoing, institutionally centered endeavor aimed at creating a large-scalecommunity sample of participants across the lifespan [Nooner et al., 2012]. ...",Human brain mapping,"He, Ye & Xu, Ting & Zhang, Wei & Zuo, Xi-Nian",Wiley Online Library,2.333333333333333,26859312,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26859312&cmd=prlinks&retmode=ref,[]
527,Functional covariance networks: obtaining resting-state networks from intersubject variability,http://online.liebertpub.com/doi/abs/10.1089/brain.2012.0095,2012.0,14,10,5801631299715192595,,"http://scholar.google.com/scholar?cites=5801631299715192595&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5801631299715192595&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:E9dPwe2Ig1AJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYb5VieUceHlbS5qYSHGNFulm5Aq7n&scisf=4&ct=citation&cd=338&hl=en,"... We show that several of the components determined in this manner correlate stronglywith known RSFC maps, calculated from over 1000 data sets as part of the 1000Functional Connectomes Project (FCP) (Biswal et al., 2010). ...",Brain connectivity,"Taylor, Paul A & Gohel, Suril & Di, Xin & Walter, Martin & Biswal, Bharat B","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2.333333333333333,22765879,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22765879&cmd=prlinks&retmode=ref,[]
528,Functional resting-state connectivity of the human motor network: Differences between right-and left-handers,http://www.sciencedirect.com/science/article/pii/S105381191500049X,2015.0,7,10,9038196948465440833,,"http://scholar.google.com/scholar?cites=9038196948465440833&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9038196948465440833&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:QVhN-zwgbn0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJOy923U8SJ5OIO2XOUEJXPSB8RajC&scisf=4&ct=citation&cd=681&hl=en,Handedness is associated with differences in activation levels in various motor tasks performedwith the dominant or non-dominant hand. Here we tested whether h.,NeuroImage,"Pool, Eva-Maria & Rehme, Anne K & Eickhoff, Simon B & Fink, Gereon R & Grefkes, Christian",Elsevier,2.333333333333333,25613438,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25613438&cmd=prlinks&retmode=ref,['N/A']
529,An unbiased Bayesian approach to functional connectomics implicates social-communication networks in autism,http://www.sciencedirect.com/science/article/pii/S2213158215000881,2015.0,7,11,10706289395937059380,,"http://scholar.google.com/scholar?cites=10706289395937059380&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10706289395937059380&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:NCJcM3thlJQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI-hwCvH4OVt7vz9UILgMDwgd3psha&scisf=4&ct=citation&cd=318&hl=en,"... We demonstrate our approach on data from the publicly available and multi-site Autism BrainImaging Data Exchange (ABIDE) (DiMartino et al ... Detailed information on participant recruitment,assessment and quality control are found at fcon_1000.projects.nitrc.org/indi/abide/. ...",NeuroImage: Clinical,"Venkataraman, Archana & Duncan, James S & Yang, Daniel Y-J & Pelphrey, Kevin A",Elsevier,2.333333333333333,26106561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26106561&cmd=prlinks&retmode=ref,['N/A']
530,Spectral properties of the temporal evolution of brain network structure,http://aip.scitation.org/doi/abs/10.1063/1.4937451,2015.0,7,7,8942863495426941700,,"http://scholar.google.com/scholar?cites=8942863495426941700&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8942863495426941700&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:BCO7v_duG3wJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI7lRYUvSUFlcBY098fk4SImFjP2rk&scisf=4&ct=citation&cd=241&hl=en,,Chaos: An Interdisciplinary Journal of Nonlinear Science,"Wang, Rong & Zhang, Zhen-Zhen & Ma, Jun & Yang, Yong & Lin, Pan & Wu, Ying",AIP Publishing,2.333333333333333,26723151,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26723151&cmd=prlinks&retmode=ref,[]
531,Gray matter alterations in young children with autism spectrum disorders: comparing morphometry at the voxel and regional level,http://onlinelibrary.wiley.com/doi/10.1111/jon.12280/full,2015.0,7,7,15209711493456722090,,"http://scholar.google.com/scholar?cites=15209711493456722090&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15209711493456722090&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:qvipzwTAE9MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJJBLYK_afziqtV3DuqHhWkZVdty-o&scisf=4&ct=citation&cd=559&hl=en,"... In order to overcome this drawback, future investigations should analyze large open-accessclinical datasets (eg, the Autism Brain Imaging Data Exchange7 –ABIDE[60] and the NationalDatabase for Autism Research8 –NDAR). ... 7 http://fcon_1000.projects.nitrc.org/indi/abide. 8 ...",Journal of Neuroimaging,"Gori, Ilaria & Giuliano, Alessia & Muratori, Filippo & Saviozzi, Irene & Oliva, Piernicola & Tancredi, Raffaella & Cosenza, Angela & Tosetti, Michela & Calderoni, Sara & Retico, Alessandra",Wiley Online Library,2.333333333333333,26214066,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26214066&cmd=prlinks&retmode=ref,[]
533,Brain connectivity and mental illness,http://books.google.com/books?hl=en&lr=&id=NLCOLkciQsoC&oi=fnd&pg=PA4&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=FjfxHAWYi2&sig=DXnwSNmi6lMJqXBne_hBzVb0JX8,2012.0,14,11,814186819544827854,,"http://scholar.google.com/scholar?cites=814186819544827854&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=814186819544827854&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:zkfGP5mSTAsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYiUIucU-gZ8sNhsjvImAdSng2vqea&scisf=4&ct=citation&cd=506&hl=en,"Page 5. Editorial PSYCHIATRY published: 27 July 2012 doi: 10.3389/fpsyt. 2012.00072Brain connectivity and mental illness Alex Fornito1, 2, 3* and Ben J. Harrison3 1 Centrefor Neural Engineering, The University of Melbourne ...",Magnetic resonance imaging of disturbed brain connectivity in psychiatric illness,"Fornito, Alex & Harrison, Ben J",Frontiers E-books,2.333333333333333,22866039,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22866039&cmd=prlinks&retmode=ref,['http://fcon_1000.projects.nitrc.org/']
534,ICA-based artifact removal diminishes scan site differences in multi-center resting-state fMRI,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4621866/,2015.0,7,11,8667913962341618487,,"http://scholar.google.com/scholar?cites=8667913962341618487&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8667913962341618487&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:N1MF_dKdSngJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI047YB1K3IWTvaP_tix7jgfc3AWif&scisf=4&ct=citation&cd=107&hl=en,"... research [eg, the Genetic Frontotemporal dementia Initiative (GenFI), Rohrer et al., 2013; 1000Functional Connectome Project, Biswal et al., 2010; ADHD 200 Consortium dataset (TheADHD-200 Consortium, 2012); and Autism Brain Imaging Data Exchange (ABIDE), Di ...",Frontiers in neuroscience,"Feis, Rogier A & Smith, Stephen M & Filippini, Nicola & Douaud, Gwena{\""e}lle & Dopper, Elise GP & Heise, Verena & Trachtenberg, Aaron J & van Swieten, John C & van Buchem, Mark A & Rombouts, Serge ARB & others",Frontiers Media SA,2.333333333333333,26578859,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26578859&cmd=prlinks&retmode=ref,"['The ADHD-200 Consortium, 2012', '); and Autism Brain Imaging Data Exchange (ABIDE), ', 'The ADHD-200 Consortium, 2012', ' The ADHD-200 Consortium (2012). The ADHD-200 Consortium: a model to advance the translational potential of neuroimaging in clinical neuroscience. ']"
535,"A greater involvement of posterior brain areas in interhemispheric transfer in autism: fMRI, DWI and behavioral evidences",http://www.sciencedirect.com/science/article/pii/S2213158215000868,2015.0,7,11,13000403921502447547,,"http://scholar.google.com/scholar?cites=13000403921502447547&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13000403921502447547&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:u6e_zXy2arQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJVJRFrcsolzn6_0y6ZAftltn5lW0o&scisf=4&ct=citation&cd=826&hl=en,"A small corpus callosum (CC) is one of the most replicated neurobiological findings in autismspectrum (AS). However, its effect on interhemispheric (IH) commun.",NeuroImage: Clinical,"Barbeau, Elise B & Lewis, John D & Doyon, Julien & Benali, Habib & Zeffiro, Thomas A & Mottron, Laurent",Elsevier,2.333333333333333,26106551,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26106551&cmd=prlinks&retmode=ref,['N/A']
537,Corpus callosum area and brain volume in autism spectrum disorder: quantitative analysis of structural MRI from the ABIDE database,http://link.springer.com/article/10.1007/s10803-015-2468-8,2015.0,7,8,6427224275630255130,,"http://scholar.google.com/scholar?cites=6427224275630255130&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6427224275630255130&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Gmy1AG0WMlkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI0wQsiY1r891m7Er9KPEMN27tASQ2&scisf=4&ct=citation&cd=100&hl=en,... Structural MRI data from the Autism Brain Imaging Data Exchange (ABIDE) databasewere used for these analyses. ... Further information about the study can be found at theABIDE website (http://fcon_1000.projects.nitrc.org/indi/abide/). ...,Journal of autism and developmental disorders,"Hiess, R Kucharsky & Alter, R & Sojoudi, S & Ardekani, BA & Kuzniecky, R & Pardoe, HR",Springer,2.333333333333333,26043845,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26043845&cmd=prlinks&retmode=ref,['Reduced corpus callosum area and increased brain volume are two commonly reported findings in autism spectrum disorder (ASD). We investigated these two correlates in ASD and healthy controls using T1-weighted MRI scans from the Autism Brain Imaging Data Exchange (ABIDE). Automated methods were used to segment the corpus callosum and intracranial region. No difference in the corpus callosum area was found between ASD participants and healthy controls (ASD 598.53\xa0±\xa0109\xa0mm']
538,Autism Spectrum Disorder (ASD) and Fragile X Syndrome (FXS): Two Overlapping Disorders Reviewed through Electroencephalography—What Can be  …,http://www.mdpi.com/2076-3425/5/2/92/htm,2015.0,7,12,2259858380479657182,,"http://scholar.google.com/scholar?cites=2259858380479657182&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2259858380479657182&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3vQtSzmhXB8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJVLJI0LR-DVze4NfeWxVowO5KM3cg&scisf=4&ct=citation&cd=828&hl=en,"Autism Spectrum Disorder (ASD) and Fragile X syndrome (FXS) are neurodevelopmentaldisorders with different but potentially related neurobiological underpinnings, which exhibitsignificant overlap in their behavioural symptoms. FXS is a neurogenetic disorder of known cause ...",Brain sciences,"Devitt, Niamh Mc & Gallagher, Louise & Reilly, Richard B",Multidisciplinary Digital Publishing Institute,2.333333333333333,25826237,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25826237&cmd=prlinks&retmode=ref,[]
539,The contribution of imaging genetics to the development of predictive markers for addictions,http://www.sciencedirect.com/science/article/pii/S1364661311001537,2011.0,16,10,15568126228693353261,,"http://scholar.google.com/scholar?cites=15568126228693353261&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15568126228693353261&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:LYO1T1IYDdgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYl6YMc6bwUOFXIo3kY-7_qkDlnAy-&scisf=4&ct=citation&cd=598&hl=en,"A key challenge for intervention and prevention of addictions is the identification of genetic,neurobiological and cognitive risk profiles that can predict whi.",Trends in Cognitive Sciences,"Loth, Eva & Carvalho, Fabiana & Schumann, Gunter",Elsevier,2.2857142857142856,21840243,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21840243&cmd=prlinks&retmode=ref,['N/A']
540,Developmental resting state functional connectivity for clinicians,http://link.springer.com/article/10.1007/s40473-014-0020-3,2014.0,9,8,6222421565087435585,,"http://scholar.google.com/scholar?cites=6222421565087435585&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6222421565087435585&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:QUvEFXJ7WlYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYYWVGQfRy3_rwG6Ij5pREI1A7reBg&scisf=4&ct=citation&cd=242&hl=en,"... Of all psychiatric disorders diagnosed in youth, ADHD has been the best studied, in termsof RSFC. A multi-site data-sharing effort, termed ADHD-200 [58•], has recently resulted inpublications with very large samples. ... 58.• The ADHD-200 Consortium. ...",Current behavioral neuroscience reports,"Hulvershorn, Leslie A & Cullen, Kathryn R & Francis, Michael M & Westlund, Melinda K",Springer,2.25,25328859,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25328859&cmd=prlinks&retmode=ref,[]
541,Automated collection of imaging and phenotypic data to centralized and distributed data repositories,http://books.google.com/books?hl=en&lr=&id=j9BnCwAAQBAJ&oi=fnd&pg=PA46&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=tz_-OWQgtQ&sig=_-pSqkcD9KdSBlJQ3UrY0gagkzM,2014.0,9,18,5193697416201613111,,"http://scholar.google.com/scholar?cites=5193697416201613111&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5193697416201613111&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:N6-PW0i4E0gJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYd7i1UGWJk6wwXjHT465cM9PJLE02&scisf=4&ct=citation&cd=384&hl=en,"... The enhanced Nathan Kline Institute-Rockland Sample (NKI-RS) is an ongoing project aimedat collecting 1000 or more participants to provide a lifes- pan sample (ages 6–85 years old)of phenotypic, neuroimaging and genetics data (Nooner et al., 2012). ...",,"King, Margaret D & Wood, Dylan & Miller, Brittny & Kelly, Ross & Landis, Drew & Courtney, William & Wang, Runtang & Turner, Jessica A & Calhoun, Vince D",,2.25,24926252,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24926252&cmd=prlinks&retmode=ref,"['). Several studies/programs have been instrumental in the continual development of this tool. The enhanced Nathan Kline Institute - Rockland Sample (NKI-RS) is an ongoing project aimed at collecting 1,000 or more participants to provide a lifespan sample (ages 6–85 years old) of phenotypic, neuroimaging and genetics data (']"
542,Global and local brain network reorganization in attention-deficit/hyperactivity disorder,http://link.springer.com/article/10.1007/s11682-013-9279-3,2014.0,9,8,4835480239825978527,,"http://scholar.google.com/scholar?cites=4835480239825978527&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4835480239825978527&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:n4Q_nagTG0MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYSGNW4YFz6XeU_TMP0SzX7q-OdOe_&scisf=4&ct=citation&cd=94&hl=en,"... Subjects and MRI acquisition. fMRI data are extracted from the open-access '1000 FunctionalConnectomes Project' (http://fcon_1000.projects.nitrc.org/) in which resting-state fMRI scans havebeen released by MP Milham and FX Castellanos in December, 2009. ...",Brain imaging and behavior,"Lin, Pan & Sun, Jubao & Yu, Gang & Wu, Ying & Yang, Yong & Liang, Meilin & Liu, Xin",Springer,2.25,24338247,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24338247&cmd=prlinks&retmode=ref,[]
