i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
668,Functional organization of the action observation network in autism: a graph theory approach,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0137020,2015.0,4,14,11007648388218537259,,"http://scholar.google.com/scholar?cites=11007648388218537259&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11007648388218537259&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:K8UqWOMFw5gJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJArFiRZPAiWnMXdzyQCwvjCKzr3sn&scisf=4&ct=citation&cd=365&hl=en,... Data Availability: Resting-state fMRI data are available from the online data-sharing repositoryABIDE (Autism Brain Imaging Data Exchange (ABIDE)); 'Sample Leuven 1' (adults) and 'SampleLeuven 2' (adolescents)) (http://fcon_1000.projects.nitrc.org/indi/abide/). ...,PloS one,"Alaerts, Kaat & Geerlings, Franca & Herremans, Lynn & Swinnen, Stephan P & Verhoeven, Judith & Sunaert, Stefan & Wenderoth, Nicole",Public Library of Science,1.3333333333333333,Journal,26317222,"Department of Imaging & Pathology, Translational MRI, KU Leuven, Leuven, Belgium. && Department of Kinesiology, Movement Control & Neuroplasticity Research Group, KU Leuven, Leuven, Belgium; Department of Rehabilitation Sciences, Neuromotor Rehabilitation Research Group, KU Leuven, Leuven, Belgium. && Department of Kinesiology, Movement Control & Neuroplasticity Research Group, KU Leuven, Leuven, Belgium. && Department Health Sciences and Technology, Neural Control of Movement Lab, ETH Zurich, Zurich, Switzerland.",physiopathology,Y,ABIDE
669,Brain connectivity in autism: the significance of null findings,https://www.researchgate.net/profile/Lynn_Paul2/publication/278743572_Brain_Connectivity_in_Autism_The_Significance_of_Null_Findings/links/5695773d08ae820ff074c0e0.pdf,2015.0,4,7,18297133683962817286,http://scholar.google.com/https://www.researchgate.net/profile/Lynn_Paul2/publication/278743572_Brain_Connectivity_in_Autism_The_Significance_of_Null_Findings/links/5695773d08ae820ff074c0e0.pdf,"http://scholar.google.com/scholar?cites=18297133683962817286&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18297133683962817286&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:BitwqCR67P0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIxHV_SGkOeVCuJwhISbD2kPM0tUhM&scisf=4&ct=citation&cd=30&hl=en,"... In their investigation of size of the corpus callosum in idiopathic ASD, Lefebvre et al. capitalizedon a data-sharing initiative, the Autism Brain Imaging Data Exchange (ABIDE) consortium (4),to overcome the power limitations from small sample sizes evident in prior studies. ...",Biological psychiatry,"Kennedy, Daniel P & Paul, Lynn K & Adolphs, Ralph",Elsevier,1.3333333333333333,Other,26092432,"Divisions of Humanities and Social Sciences, Pasadena, California.; Biology, California Institute of Technology, Pasadena, California.. Electronic address: dpk@indiana.edu. && Department of Psychological and Brain Sciences, Indiana University, Bloomington, Indiana. && Divisions of Humanities and Social Sciences, Pasadena, California.",pathology,N,ABIDE
670,Accurate detection of autism spectrum disorder from structural MRI using extended metacognitive radial basis function network,http://www.sciencedirect.com/science/article/pii/S0957417415004911,2015.0,4,3,17182783974593892271,,"http://scholar.google.com/scholar?cites=17182783974593892271&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17182783974593892271&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:r4_xkfyCde4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJDNiLlL7fP8HOqvnxz51u0NkVHG9l&scisf=4&ct=citation&cd=423&hl=en,"... Accordingly, the proposed EMcRBFN classifier has been evaluated using the publicly availableAutism Brain Imaging Data Exchange dataset with a comprehensive study on both males andfemales and also between adolescents and adults in both categories. ...",Expert Systems with Applications,"Subbaraju, Vigneshwaran & Sundaram, Suresh & Narasimhan, Sundararajan & Suresh, Mahanand Belathur",Elsevier,1.3333333333333333,Journal,0,,,Y,ABIDE
671,Low-frequency fluctuations of the resting brain: high magnitude does not equal high reliability,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128117,2015.0,4,12,14160133237824507820,,"http://scholar.google.com/scholar?cites=14160133237824507820&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14160133237824507820&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:rE-7_CfmgsQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJEmfDJ7cElxjVcDlIy4H4jm_xS7Lc&scisf=4&ct=citation&cd=450&hl=en,"... A publicly accessible dataset, the “initial test-retest dataset in the project of the enhanced NathanKline Institute-Rockland Sample (NKI-RS)”, was used for this ... For more details on these data, pleasevisit http://fcon_1000.projects.nitrc.org/indi/pro/eNKI_RS_TRT/FrontPage.html. ...",PloS one,"Mao, Dewang & Ding, Zhongxiang & Jia, Wenbin & Liao, Wei & Li, Xun & Huang, Huiyuan & Yuan, Jianhua & Zang, YuFeng & Zhang, Han",Public Library of Science,1.3333333333333333,Journal,0,,,Y,NKI
672,Genetic contribution of catechol‐O‐methyltransferase in hippocampal structural and functional changes of female migraine sufferers,http://onlinelibrary.wiley.com/doi/10.1002/hbm.22737/full,2015.0,4,6,15443594504072603010,,"http://scholar.google.com/scholar?cites=15443594504072603010&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15443594504072603010&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:giVstmCrUtYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJIZHCoH5D4ndX113DTSYO_dN74Cxt&scisf=4&ct=citation&cd=533&hl=en,"... Scripts containing the processing commands used in the current study have been released aspart of the 1,000 Functional Connectomes Project (http://www.nitrc.org/projects/fcon_1000) [Biswalet al., 2010]. A standard data preprocessing strategy was performed. ...",Human brain mapping,"Liu, Jixin & Lan, Lei & Mu, Junya & Zhao, Ling & Yuan, Kai & Zhang, Yi & Huang, Liyu & Liang, Fanrong & Tian, Jie",Wiley Online Library,1.3333333333333333,Journal,25598522,"School of Life Science and Technology, Xidian University, Xi'an, People's Republic of China.",catechol-O-methyltransferase & functional connectivity & migraine & structural change & physiopathology & psychology & hippocampus & pathology & genetics,S,FCP
673,Sensation‐to‐cognition cortical streams in attention‐deficit/hyperactivity disorder,http://onlinelibrary.wiley.com/doi/10.1002/hbm.22790/full,2015.0,4,14,722942402457167845,,"http://scholar.google.com/scholar?cites=722942402457167845&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=722942402457167845&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:5eeG40hoCAoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJAe5d2GMBVXNohDkLnan0gWz0uk2N&scisf=4&ct=citation&cd=356&hl=en,... Study Participants and Selection of MRI Data. Table 1 shows the clinical-demographiccharacteristics of the study sample. We used a subsample of the open source multisite R-fMRIdataset deposited at http://fcon_1000.projects.nitrc.org/indi/adhd200/. ...,Human brain mapping,"Carmona, Susana & Hoekzema, Elseline & Castellanos, Francisco X & GarciaGarcia, David & LageCastellanos, Agustin & Van Dijk, Koene RA & NavasSanchez, Francisco J & Martinez, Kenia & Desco, Manuel & Sepulcre, Jorge",Wiley Online Library,1.3333333333333333,Journal,25821110,"Department of Neurostatistics, Cuba Neuroscience Center, Habana, Cuba. && Department of Psychology, Harvard University, Center for Brain Science, Cambridge, Massachusetts. && Division of Nuclear Medicine and Molecular Imaging, Department of Radiology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts. && Centro de Investigación Biomédica en Red de Salud Mental (CIBERSAM), Spain. && Departamento de Bioingeniería e Ingeniería Aeroespacial, Universidad Carlos III de Madrid, Madrid, Spain. && Neuroendocrinology Bakker Group, Netherlands Institute for Neuroscience, Amsterdam, The Netherlands. && Department of Radiology, Athinoula A. Martinos Center for Biomedical Imaging, Massachusetts General Hospital and Harvard Medical School, Charlestown, Massachusetts. && Division of Child and Adolescent Psychiatric Research, Nathan Kline Institute for Psychiatric Research, Orangeburg, New York. && Center for Neurodevelopmental Disorders, The Child Study Center at NYU Langone Medical Center, New York, New York. && Unidad de Medicina y Cirugía Experimental, Instituto de Investigación Sanitaria Gregorio Marañón, Madrid, Spain.",sensorimotor network & drug therapy & physiopathology & methods & physiology & default mode network & resting-state functional magnetic resonance imaging & attention-deficit/hyperactivity disorder & drug effects & ventral attention network,Y,ADHD200
674,An empirical Bayes normalization method for connectivity metrics in resting state fMRI,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4584951/,2015.0,4,11,4060558035777412192,,"http://scholar.google.com/scholar?cites=4060558035777412192&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4060558035777412192&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:YNxeEAUAWjgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6P6hz7z1Ck1FUeUepYpb6PKc3K7O&scisf=4&ct=citation&cd=217&hl=en,"... Center in University of California, Los Angles (UCLA), one of the data collecting sites in the AutismBrain Imaging Data Exchange (ABIDE) (Rudie ... thank the researchers of the ABIDE project forsharing their clinical and rs-fMRI data at http://fcon_1000.projects.nitrc.org/indi/abide/. ...",Frontiers in neuroscience,"Chen, Shuo & Kang, Jian & Wang, Guoqing",Frontiers Media SA,1.3333333333333333,Journal,26441493,"Department of Epidemiology and Biostatistics, University of Maryland College Park, MD, USA. && Department of Biostatistics, University of Michigan Ann Arbor, MI, USA.",connectivity & resting state & fMRI & anticorrelation & normalization & network,Y,NKI
675,Abnormal resting state fMRI activity predicts processing speed deficits in first-episode psychosis,http://www.nature.com/npp/journal/v40/n7/abs/npp20157a.html,2015.0,4,6,12438561223553857076,,"http://scholar.google.com/scholar?cites=12438561223553857076&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12438561223553857076&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:NDbgzoelnqwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI1T2gfFfK36n92xYY6Dvj2L5sQ4BD&scisf=4&ct=citation&cd=118&hl=en,"... We used FSL (http://www.fmrib.ox.ac.uk) and AFNI (http://afni.nimh.nih.gov/afni) based scriptlibraries from the 1000 Functional Connectomes Project (http://www.nitrc.org/projects/fcon_1000(Biswal et al, 2010) for preprocessing and a lab-developed script in the R statistical ...",Neuropsychopharmacology,"Argyelan, Miklos & Gallego, Juan A & Robinson, Delbert G & Ikuta, Toshikazu & Sarpal, Deepak & John, Majnu & Kingsley, Peter B & Kane, John & Malhotra, Anil K & Szeszko, Philip R",Nature Publishing Group,1.3333333333333333,Journal,25567423,"1] Center for Psychiatric Neuroscience, The Feinstein Institute for Medical Research, Manhasset, NY, USA [2] Division of Psychiatry Research, Zucker Hillside Hospital, North Shore-LIJ Health System, Glen Oaks, NY, USA [3] Department of Mathematics, Hofstra University, Hempstead, NY, USA. && 1] Center for Psychiatric Neuroscience, The Feinstein Institute for Medical Research, Manhasset, NY, USA [2] Division of Psychiatry Research, Zucker Hillside Hospital, North Shore-LIJ Health System, Glen Oaks, NY, USA. && 1] Center for Psychiatric Neuroscience, The Feinstein Institute for Medical Research, Manhasset, NY, USA [2] Division of Psychiatry Research, Zucker Hillside Hospital, North Shore-LIJ Health System, Glen Oaks, NY, USA [3] Departments of Psychiatry and Molecular Medicine, Hofstra North Shore-LIJ School of Medicine, Hempstead, NY, USA. && Department of Communication Sciences and Disorders, School of Applied Sciences, University of Mississippi, University, MS, USA. && Department of Radiology, North Shore University Hospital, Manhasset, NY, USA.",blood & etiology & classification & complications & diagnosis & drug therapy & pathology & blood supply,S,FCP
676,Test–Retest Reliability of Graph Metrics in High‐resolution Functional Connectomics: A Resting‐State Functional MRI Study,http://onlinelibrary.wiley.com/doi/10.1111/cns.12431/full,2015.0,4,8,9471375105889960913,,"http://scholar.google.com/scholar?cites=9471375105889960913&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9471375105889960913&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:0YMMMXoVcYMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJDLrrKZTHbAYO7piC812t-Psw5851&scisf=4&ct=citation&cd=425&hl=en,"... Participants. The R-fMRI TRT data are a subset of the Connectivity-based BrainImaging Research Database (C-BIRD) at the Beijing Normal University(http://fcon_1000.projects.nitrc.org/indi/CoRR/html/bnu_1.html). In brief, the ...",CNS neuroscience \& therapeutics,"Du, HaiXiao & Liao, XuHong & Lin, QiXiang & Li, GuShu & Chi, YuZe & Liu, Xiang & Yang, HuaZhong & Wang, Yu & Xia, MingRui",Wiley Online Library,1.3333333333333333,Journal,26212146,"Department of E.E., Tsinghua National Laboratory for Information Science and Technology (TNList), Center for Brain Inspired Computing Research (CBICR), Tsinghua University, Beijing, China. && State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, China.",Small world & Hub & methods & physiology & Connectomics & Graph theory & Test-retest & Functional connectivity,Y,FCP
677,Test–retest reliability of diffusion measures in cerebral white matter: A multiband diffusion MRI study,http://onlinelibrary.wiley.com/doi/10.1002/jmri.24859/full,2015.0,4,6,2445134897533607166,,"http://scholar.google.com/scholar?cites=2445134897533607166&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2445134897533607166&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:_txmAzzd7iEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJBdyOPizs240ixyvWFXLw9xlbFlfT&scisf=4&ct=citation&cd=386&hl=en,"... Materials and Methods. Test–retest Datasets. We used the multiband imaging test–retestpilot dataset that is publicly available from INDI (http://fcon_1000.projects.nitrc.org/indi/pro/eNKI_RS_TRT/FrontPage.html), which consists of 24 subjects. ...",Journal of Magnetic Resonance Imaging,"Duan, Fei & Zhao, Tengda & He, Yong & Shu, Ni",Wiley Online Library,1.3333333333333333,Journal,25652348,"Center for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, China. && State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, China.",anatomy & histology & diffusion MRI & white matter & multiband EPI & methods & diffusion measure & reproducibility,Y,FCP
678,Examination of local functional homogeneity in Autism,https://www.hindawi.com/journals/bmri/aa/174371/,2015.0,4,16,5210503445497722292,,"http://scholar.google.com/scholar?cites=5210503445497722292&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5210503445497722292&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:tDXX-UZtT0gJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI1z1wJ7FaSW92wNiDoxIzzu_AL4KV&scisf=4&ct=citation&cd=127&hl=en,... 2.1. Participants and MR Imaging. The ABIDE sample was part of the 1000 FunctionalConnectomes Project (FCP: http://fcon_1000.projects.nitrc.org/fcpClassic/FcpTable.html) andthe International Neuroimaging Data-Sharing Initiative (INDI: http://fcon_1000 ...,BioMed research international,"Jiang, Lili & Hou, XiaoHui & Yang, Ning & Yang, Zhi & Zuo, XiNian",Hindawi Publishing Corporation,1.3333333333333333,Journal,26180782,"Key Laboratory of Behavioral Science, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China ; Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China ; University of Chinese Academy of Sciences, Shijingshan, Beijing 100049, China. && Key Laboratory of Behavioral Science, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China ; Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China. && Key Laboratory of Behavioral Science, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China ; Magnetic Resonance Imaging Research Center, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China ; Laboratory for Functional Connectome and Development, Institute of Psychology, Chinese Academy of Sciences, No. 16 Lincui Road, Chaoyang District, Beijing 100101, China.",physiopathology & diagnostic imaging,Y,ABIDE
